Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
CSGP;486790;USD;2016;FY;2016-12-31;2017-02-24;2018-02-23;321670000;324360000;837630000;-173814000;663816000;-518911000;-419780000;-76400000;-22731000;144905000;-8243000;-10016000;136662000;0;136662000;-51591000;85071000;;85071000;85071000
CSGP;486790;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;332000000;335590000;965230000;-220403000;744827000;-571011000;-464490000;-88850000;-17671000;173816000;-4970000;-9014000;168846000;-3788000;165058000;-42363000;122695000;;122695000;122695000
CSGP;486790;USD;2018;FY;2018-12-31;2019-02-28;2021-02-24;360580000;364480000;1191832000;-269933000;921899000;-648335000;-516517000;-100937000;-30881000;273564000;10451000;10539000;284015000;;284015000;-45681000;238334000;;238334000;238334000
CSGP;486790;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;363100000;366300000;1399719000;-289239000;1110480000;-746933000;-587336000;-125602000;-33995000;363547000;27402000;16742000;390949000;;390949000;-75986000;314963000;;314963000;314963000
CSGP;486790;USD;2020;FY;2020-12-31;2021-02-24;2022-02-23;380730000;383260000;1659019000;-308968000;1350051000;-1060849000;-835476000;-162916000;-62457000;289202000;-18222000;-17395000;270980000;;270980000;-43852000;227128000;;227128000;227128000
CSGS;366036;USD;2016;FY;2016-12-31;2017-02-24;2018-02-23;30968000;33014000;760958000;-375147000;385811000;-252766000;-140467000;-98683000;-13616000;133045000;-23979000;-13805000;109066000;-9067000;99999000;-37117000;62882000;;62882000;62882000
CSGS;366036;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;32415000;32865000;789582000;-394811000;394771000;-280290000;-153695000;-113215000;-13380000;114481000;-17975000;-13548000;96506000;-8796000;87710000;-26346000;61364000;;61364000;61364000
CSGS;366036;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;32488000;32855000;875059000;-449820000;425239000;-311646000;-169308000;-124034000;-18304000;113593000;-17135000;-15021000;96458000;-9471000;86987000;-20857000;66130000;;66130000;66130000
CSGS;366036;USD;2019;FY;2019-12-31;2020-02-21;2022-02-18;32051000;32465000;996810000;-525122000;471688000;-340745000;-191329000;-127994000;-21422000;130943000;-17567000;-15963000;113376000;-7653000;105723000;-22953000;82770000;;82770000;82770000
CSGS;366036;USD;2020;FY;2020-12-31;2021-02-19;2022-02-18;32010000;32278000;990533000;-535597000;454936000;-344052000;-198279000;-122847000;-22926000;110884000;-17217000;-14256000;93667000;-8311000;85356000;-26645000;58711000;;58711000;58711000
CSII;178927;USD;2017;FY;2017-06-30;2017-08-24;2018-08-23;32373709;32373709;204906000;-39441000;165465000;-167007000;-144096000;-22911000;;-1542000;-164000;-500000;-1706000;0;-1706000;-86000;-1792000;;-1792000;-1792000
CSII;178927;USD;2018;FY;2018-06-30;2018-08-23;2018-08-23;33145140;33614260;217043000;-39484000;177559000;-175325000;-148569000;-26756000;;2234000;-390000;-1717000;1844000;0;1844000;-132000;1712000;;1712000;1712000
CSII;178927;USD;2019;FY;2019-06-30;2019-08-23;2021-08-19;33535759;33535759;248017000;-47680000;200337000;-201162000;-167700000;-33166000;-296000;-825000;760000;-1684000;-65000;;-65000;-190000;-255000;;-255000;-255000
CSII;178927;USD;2020;FY;2020-06-30;2020-08-20;2021-08-19;34275957;34275957;236545000;-48759000;187786000;-214558000;-169969000;-43355000;-1234000;-26772000;-233000;-1973000;-27005000;;-27005000;-231000;-27236000;;-27236000;-27236000
CSII;178927;USD;2021;FY;2021-06-30;2021-08-19;2021-08-19;38832002;38832002;258973000;-61131000;197842000;-209775000;-167498000;-41061000;-1216000;-11933000;-1236000;-1735000;-13169000;;-13169000;-252000;-13421000;;-13421000;-13421000
CSL;446361;USD;2016;FY;2016-12-31;2017-02-13;2019-02-14;64226000;64883000;3425200000;-2338800000;1086400000;-682200000;-495400000;-45400000;;404200000;-30600000;-30600000;373600000;5600000;379200000;-148100000;231100000;19000000;250100000;250100000
CSL;446361;USD;2017;FY;2017-12-31;2018-02-16;2019-02-14;63073000;63551000;3750800000;-2702500000;1048300000;-584300000;-532900000;-51300000;;464000000;-33500000;-33500000;430500000;-1500000;429000000;-88400000;340600000;24900000;365500000;365500000
CSL;446361;USD;2018;FY;2018-12-31;2019-02-14;2021-02-11;60393000;60786000;4479500000;-3304800000;1174700000;-665700000;-625400000;-55100000;;509000000;-53500000;-53500000;455500000;-9600000;445900000;-87300000;358600000;252500000;611100000;611100000
CSL;446361;USD;2019;FY;2019-12-31;2020-02-10;2022-02-17;56913000;57547000;4484600000;-3178500000;1306100000;-672000000;-629800000;-52200000;;634100000;-59000000;-58100000;575100000;;575100000;-117300000;457800000;15000000;472800000;472800000
CSL;446361;USD;2020;FY;2020-12-31;2021-02-11;2022-02-17;54500000;55000000;3969900000;-2832500000;1137400000;-649600000;-603200000;-45400000;;487800000;-74800000;-71900000;413000000;-8800000;404200000;-78500000;325700000;-5600000;320100000;320100000
CSLT;494803;USD;2016;FY;2016-12-31;2017-03-01;2018-03-01;100798000;100798000;101700000;-34561000;67139000;-126119000;-85659000;-40460000;;-58980000;432000;;-58548000;;-58548000;0;-58548000;;-58548000;-58548000
CSLT;494803;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;125534000;125534000;131429000;-47184000;84245000;-145640000;-91138000;-54502000;;-61395000;618000;;-60777000;;-60777000;5206000;-55571000;;-55571000;-55571000
CSLT;494803;USD;2018;FY;2018-12-31;2019-03-01;2021-02-24;137686000;137686000;156404000;-60189000;96215000;-136109000;-74754000;-61355000;;-39894000;188000;;-39706000;;-39706000;;-39706000;;-39706000;-39706000
CSLT;494803;USD;2019;FY;2019-12-31;2020-02-28;2021-02-24;145172000;145172000;143308000;-59074000;84234000;-125572000;-66578000;-58994000;;-41338000;1336000;;-40002000;;-40002000;;-40002000;;-40002000;-40002000
CSLT;494803;USD;2020;FY;2020-12-31;2021-02-24;2021-02-24;151478000;151478000;146709000;-52042000;94667000;-107153000;-57688000;-49465000;;-12486000;603000;;-11883000;-50300000;-62183000;;-62183000;;-62183000;-62183000
CSOD;747052;USD;2016;FY;2016-12-31;2017-05-01;2018-02-27;55595000;55595000;423124000;-135752000;287372000;-343714000;-296587000;-46977000;-150000;-56342000;-9288000;-11222000;-65630000;0;-65630000;-1207000;-66837000;;-66837000;-66837000
CSOD;747052;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;57262000;57262000;481985000;-142867000;339118000;-386835000;-324860000;-61975000;0;-47717000;-10333000;-11811000;-58050000;-1539000;-59589000;-1746000;-61335000;;-61335000;-61335000
CSOD;747052;USD;2018;FY;2018-12-31;2019-02-26;2021-02-22;58159000;58159000;537891000;-144349000;393542000;-392365000;-315384000;-76981000;;1177000;-23478000;-28176000;-22301000;-8946000;-31247000;-2595000;-33842000;;-33842000;-33842000
CSOD;747052;USD;2019;FY;2019-12-31;2020-02-25;2021-02-22;60086000;60086000;576523000;-149215000;427308000;-415375000;-314224000;-101151000;;11933000;-13297000;-21559000;-1364000;;-1364000;-2690000;-4054000;;-4054000;-4054000
CSOD;747052;USD;2020;FY;2020-12-31;2021-02-22;2021-02-22;63585000;63585000;740916000;-227014000;513902000;-489098000;-376153000;-112945000;;24804000;-55193000;-63016000;-30389000;-56355000;-86744000;46762000;-39982000;;-39982000;-39982000
CSPR;1011102;USD;2019;FY;2019-12-31;2020-02-26;2021-02-26;10501000;10501000;439258000;-223847000;215411000;-302934000;-302934000;;;-87523000;-4207000;-3188000;-91730000;-1223000;-92953000;-87000;-93040000;;-93040000;-93040000
CSPR;1011102;USD;2020;FY;2020-12-31;2021-02-26;2021-02-26;37076000;37076000;497000000;-243115000;253885000;-328877000;-328877000;;;-74992000;-6775000;-8376000;-81767000;-7736000;-89503000;-52000;-89555000;;-89555000;-89555000
CSRA;378123;USD;2016;FY;2017-03-31;2017-05-25;2017-05-25;162192759;163584621;4993000000;-3830000000;1163000000;-451000000;-210000000;;-241000000;712000000;-127000000;-124000000;585000000;-90000000;495000000;-179000000;316000000;0;304000000;304000000
CSS;702391;USD;2016;FY;2017-03-31;2017-06-07;2018-06-05;9074000;9115000;322431000;-229342000;93089000;-83375000;-83375000;;;9714000;-17000;-29000;9697000;19990000;29687000;-1183000;28504000;;28504000;28504000
CSS;702391;USD;2017;FY;2018-03-31;2018-06-05;2018-06-05;9108000;9108000;361896000;-269067000;92829000;-105201000;-105201000;;;-12372000;-329000;-681000;-12701000;-33358000;-46059000;9539000;-36520000;;-36520000;-36520000
CSS;702391;USD;2018;FY;2019-03-31;2019-05-31;2019-05-31;8964000;8964000;382263000;-292973000;89290000;-113349000;-113349000;;;-24059000;-2970000;-3184000;-27029000;-18412000;-45441000;-8104000;-53545000;;-53545000;-53545000
CST;42704;USD;2016;FY;2016-12-31;2017-02-28;2017-02-28;75627000;76137000;11106000000;-9666000000;1440000000;-1253000000;-996000000;;-257000000;187000000;-56000000;-67000000;131000000;349000000;480000000;-176000000;304000000;;324000000;324000000
CSTL;1252818;USD;2018;FY;2018-12-31;2019-03-06;2020-03-10;1906000;1906000;22786000;-5297000;17489000;-21325000;-16471000;-4854000;;-3836000;-2522000;-2250000;-6358000;;-6358000;-9000;-6367000;;-6367000;-10163000
CSTL;1252818;USD;2019;FY;2019-12-31;2020-03-10;2021-03-11;8584000;8658000;51865000;-7310000;44555000;-37227000;-29842000;-7385000;;7328000;-7192000;-4259000;136000;5213000;5349000;-72000;5277000;;5277000;2991000
CSTL;1252818;USD;2020;FY;2020-12-31;2021-03-11;2022-02-28;18929000;18929000;62649000;-9685000;52964000;-59506000;-48132000;-13256000;;-6542000;-2261000;-2261000;-8803000;-1397000;-10200000;-84000;-10284000;;-10284000;-10284000
CSU;122647;USD;2016;FY;2016-12-31;2017-03-01;2018-03-02;1928230;1928230;447448000;;;-433058000;-23671000;;-60398000;14390000;-41907000;-42140000;-27517000;-65000;-27582000;-435000;-28017000;;-28017000;-28017000
CSU;122647;USD;2017;FY;2017-12-31;2018-03-02;2018-03-02;1964515;1964515;466997000;;;-446297000;-23574000;;-66199000;20700000;-49391000;-49398000;-28691000;-12981000;-41672000;-2496000;-44168000;;-44168000;-44168000
CSU;122647;USD;2018;FY;2018-12-31;2019-03-01;2021-03-31;1988460;1988460;460018000;;;-452415000;-26961000;;-62824000;7603000;-50375000;-50378000;-42772000;-12595000;-55367000;1771000;-53596000;;-53596000;-53596000
CSU;122647;USD;2019;FY;2019-12-31;2020-04-29;2022-04-15;2018542;2018542;447100000;;;-461789000;-27518000;;-64190000;-14689000;-49574000;-49581000;-64263000;28681000;-35582000;-448000;-36030000;;-36030000;-36030000
CSU;122647;USD;2020;FY;2020-12-31;2021-03-31;2022-04-15;2050000;2050000;383864000;;;-397611000;-27904000;;-60302000;-13747000;-44572000;-44371000;-58319000;-236660000;-294979000;-389000;-295368000;;-295368000;-295368000
CSWI;49347;USD;2016;FY;2017-03-31;2017-06-14;2018-05-30;15773000;15839000;287460000;-158529000;128931000;-95805000;-95805000;;;33126000;-966000;-2695000;32160000;;32160000;-14360000;17800000;-6729000;11071000;11071000
CSWI;49347;USD;2017;FY;2018-03-31;2018-05-30;2018-05-30;15671000;15671000;326222000;-178306000;147916000;-97202000;-97202000;;;50714000;-2467000;-2317000;48247000;;48247000;-15565000;32682000;-44564000;-11882000;-11882000
CSWI;49347;USD;2018;FY;2019-03-31;2019-05-22;2021-05-20;15414000;15532000;350155000;-188785000;161370000;-100930000;-100930000;;;60440000;1001000;-1442000;61441000;;61441000;-15389000;46052000;-478000;45574000;45574000
CSWI;49347;USD;2019;FY;2020-03-31;2020-05-20;2022-05-18;15039000;15206000;385871000;-209034000;176837000;-110032000;-110032000;;;66805000;-8466000;-1331000;58339000;-951000;57388000;-12732000;44656000;1061000;45717000;45717000
CSWI;49347;USD;2020;FY;2021-03-31;2021-05-20;2022-05-18;14805000;14911000;419205000;-234655000;184550000;-125330000;-125330000;;;59220000;-8352000;-2383000;50868000;;50868000;-10769000;40099000;;40099000;40099000
CSX;248102;USD;2016;FY;2016-12-31;2017-02-14;2017-02-14;2841000000;2844000000;11069000000;-6379000000;4690000000;-1301000000;;;-1301000000;3389000000;-533000000;-579000000;2856000000;-115000000;2741000000;-1027000000;1714000000;;1714000000;1714000000
CSX;248102;USD;2017;FY;2017-12-31;2018-02-07;2019-02-06;2733000000;2742000000;11408000000;-6352000000;5056000000;-1315000000;;;-1315000000;3741000000;-274000000;-546000000;3467000000;-325000000;3142000000;2329000000;5471000000;;5471000000;5471000000
CSX;248102;USD;2018;FY;2018-12-31;2019-02-06;2021-02-10;2571000000;2583000000;12250000000;-6050000000;6200000000;-1331000000;;;-1331000000;4869000000;-565000000;-639000000;4304000000;;4304000000;-995000000;3309000000;;3309000000;3309000000
CSX;248102;USD;2019;FY;2019-12-31;2020-02-12;2022-02-16;2388000000;2394000000;11937000000;-5774000000;6163000000;-1349000000;;;-1349000000;4814000000;-649000000;-737000000;4165000000;151000000;4316000000;-985000000;3331000000;;3331000000;3331000000
CSX;248102;USD;2020;FY;2020-12-31;2021-02-10;2022-02-16;2298000000;2304000000;10583000000;-4873000000;5710000000;-1383000000;;;-1383000000;4327000000;-735000000;-754000000;3592000000;35000000;3627000000;-862000000;2765000000;;2765000000;2765000000
CTAS;331923;USD;2017;FY;2017-05-31;2017-07-31;2017-07-31;104964000;107783000;5323381000;-2943086000;2380295000;-1527380000;-1527380000;;;852915000;-86287000;-86287000;766628000;-79224000;687404000;-230118000;457286000;23422000;480708000;480708000
CTAS;331923;USD;2018;FY;2018-05-31;2018-07-27;2018-07-27;106593000;109810000;6476632000;-3568109000;2908523000;-1916792000;-1916792000;;;991731000;-108833000;-108833000;882898000;-41897000;841001000;-57069000;783932000;58654000;842586000;842586000
CTAS;331923;USD;2019;FY;2019-05-31;2019-07-26;2021-07-28;106080000;109495000;6892303000;-3778125000;3114178000;-1980644000;-1980644000;;;1133534000;-100508000;-100508000;1033026000;69373000;1102399000;-219764000;882635000;2346000;884981000;884981000
CTAS;331923;USD;2020;FY;2020-05-31;2020-07-29;2022-07-27;103816000;107012000;7085120000;-3851372000;3233748000;-2071052000;-2071052000;;;1162696000;-104405000;-104405000;1058291000;;1058291000;-181931000;876360000;-323000;876037000;876037000
CTAS;331923;USD;2021;FY;2021-05-31;2021-07-28;2022-07-27;104782000;107696000;7116340000;-3801689000;3314651000;-1929159000;-1929159000;;;1385492000;-97743000;-97743000;1287749000;;1287749000;-176781000;1110968000;;1110968000;1110968000
CTIC;809274;USD;2016;FY;2016-12-31;2017-03-02;2018-03-07;27948000;27948000;57405000;-1377000;56028000;-105190000;-45306000;-64961000;;-49162000;-3791000;-2614000;-52953000;;-52953000;;-52953000;;-52009000;-52009000
CTIC;809274;USD;2017;FY;2017-12-31;2018-03-07;2019-03-13;36445000;36445000;25146000;-364000;24782000;-64301000;-31435000;-32866000;;-39519000;-1312000;-1872000;-40831000;0;-40831000;;-40831000;;-40670000;-45020000
CTIC;809274;USD;2018;FY;2018-12-31;2019-03-13;2019-03-13;56073000;56073000;26290000;-879000;25411000;-57650000;-21183000;-36467000;;-32239000;3547000;10000;-28692000;-660000;-29352000;;-29352000;;-29320000;-29400000
CTIC;809274;USD;2019;FY;2019-12-31;2020-03-13;2021-03-17;57974000;57974000;3345000;;;-43262000;-19155000;-24107000;;-39917000;-111000;170000;-40028000;5000;-40023000;;-40023000;;-40020000;-40020000
CTIC;809274;USD;2020;FY;2020-12-31;2021-03-17;2022-03-31;71141000;71141000;;;;-47769000;-17626000;-25943000;;-47769000;-4682000;-828000;-52451000;;-52451000;;-52451000;;-52451000;-52451000
CTLP;234192;USD;2017;FY;2017-06-30;2017-08-23;2019-10-09;39860335;39860335;101436000;-76375000;25061000;-29195000;-28177000;;-1018000;-4134000;-1746000;-1746000;-5880000;-1490000;-7370000;-95000;-7465000;;-7465000;-8133000
CTLP;234192;USD;2018;FY;2018-06-30;2018-10-09;2020-09-11;51840518;51840518;132508000;-96832000;35676000;-37851000;-34647000;;-3204000;-2175000;-2162000;-2162000;-4337000;-7048000;-11385000;101000;-11284000;;-11284000;-11952000
CTLP;234192;USD;2019;FY;2019-06-30;2019-10-09;2021-09-03;60061243;60061243;144466000;-104281000;40185000;-50957000;-46527000;;-4430000;-10772000;-1437000;-1437000;-12209000;-17411000;-29620000;-262000;-29882000;;-29882000;-30550000
CTLP;234192;USD;2020;FY;2020-06-30;2020-09-11;2021-09-03;62980193;62980193;163153000;-116880000;46273000;-66055000;-61748000;;-4307000;-19782000;-1002000;-1002000;-20784000;-19810000;-40594000;-1000;-40595000;;-40595000;-41263000
CTLP;234192;USD;2021;FY;2021-06-30;2021-09-03;2021-09-03;65617458;65617458;166939000;-112913000;54026000;-62731000;-58624000;;-4107000;-8705000;370000;-2854000;-8335000;;-8335000;-370000;-8705000;;-8705000;-9373000
CTLT;1169061;USD;2017;FY;2017-06-30;2017-08-28;2019-08-27;124954248;126737785;2075400000;-1420800000;654600000;-402600000;-402600000;;;252000000;-98600000;-90100000;153400000;-17800000;135600000;-25800000;109800000;;109800000;109800000
CTLT;1169061;USD;2018;FY;2018-06-30;2018-08-28;2020-08-31;131226110;133201216;2463400000;-1710800000;752600000;-464800000;-464800000;;;287800000;-116900000;-111400000;170900000;-18900000;152000000;-68400000;83600000;;83600000;83600000
CTLT;1169061;USD;2019;FY;2019-06-30;2019-08-27;2021-08-30;144245956;145954475;2518000000;-1713000000;805000000;-531000000;-512000000;;;274000000;-114000000;-111000000;160000000;;160000000;-23000000;137000000;;137000000;132000000
CTLT;1169061;USD;2020;FY;2020-06-30;2020-08-31;2021-08-30;147647548;149491107;3094000000;-2111000000;983000000;-588000000;-577000000;;;395000000;-134000000;-126000000;261000000;-1000000;260000000;-39000000;221000000;;221000000;173000000
CTLT;1169061;USD;2021;FY;2021-06-30;2021-08-30;2021-08-30;167200000;169500000;3998000000;-2646000000;1352000000;-706000000;-687000000;;;646000000;-113000000;-110000000;533000000;182000000;715000000;-130000000;585000000;;585000000;529000000
CTMX;789985;USD;2016;FY;2016-12-31;2017-03-02;2019-02-27;36234732;36234732;15043000;;;-74629000;-19874000;-54755000;;-59586000;667000;736000;-58919000;;-58919000;19000;-58900000;;-58900000;-58900000
CTMX;789985;USD;2017;FY;2017-12-31;2018-03-07;2020-02-27;37166830;37166830;71623000;;;-117882000;-25605000;-92277000;;-46259000;2647000;2674000;-43612000;;-43612000;513000;-43099000;;-43099000;-43099000
CTMX;789985;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;41664382;41664382;59502000;;;-137376000;-33510000;-103866000;;-77874000;7573000;7641000;-70301000;;-70301000;-14303000;-84604000;;-84604000;-84604000
CTMX;789985;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;45335927;45335927;57489000;;;-168384000;-36765000;-131619000;;-110895000;8230000;8365000;-102665000;;-102665000;427000;-102238000;;-102238000;-102238000
CTMX;789985;USD;2020;FY;2020-12-31;2021-02-24;2022-03-01;46145563;46145563;100362000;;;-148967000;-36031000;-112936000;;-48605000;1809000;1836000;-46796000;;-46796000;13911000;-32885000;;-32885000;-32885000
CTS;923326;USD;2016;FY;2016-12-31;2017-02-24;2019-02-22;32728000;33251000;396679000;-256251000;140428000;-85664000;-61624000;-24040000;;54764000;-5921000;-2397000;48843000;8402000;57245000;-22865000;34380000;;34380000;34380000
CTS;923326;USD;2017;FY;2017-12-31;2018-02-23;2019-02-22;32892000;33420000;422993000;-282562000;140431000;-97089000;-71943000;-25146000;;43342000;1758000;-2059000;45100000;-4847000;40253000;-25805000;14448000;;14448000;14448000
CTS;923326;USD;2018;FY;2018-12-31;2019-02-22;2021-02-25;33024000;33569000;470483000;-305510000;164973000;-98873000;-73569000;-25304000;;66100000;-2935000;-259000;63165000;-5062000;58103000;-11571000;46532000;;46532000;46532000
CTS;923326;USD;2019;FY;2019-12-31;2020-02-20;2022-02-25;32700000;33105000;468999000;-311424000;157575000;-96375000;-70408000;-25967000;;61200000;-3549000;-911000;57651000;-7385000;50266000;-14120000;36146000;;36146000;36146000
CTS;923326;USD;2020;FY;2020-12-31;2021-02-25;2022-02-25;32317000;32584000;424066000;-285003000;139063000;-92104000;-67787000;-24317000;;46959000;350000;-2225000;47309000;-1830000;45479000;-10793000;34686000;;34686000;34686000
CTSH;128066;USD;2016;FY;2016-12-31;2017-03-01;2017-03-01;607000000;610000000;13487000000;-8108000000;5379000000;-3090000000;-2731000000;;-359000000;2289000000;98000000;96000000;2387000000;-30000000;2357000000;-805000000;1553000000;;1553000000;1553000000
CTSH;128066;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;593000000;595000000;14810000000;-9152000000;5658000000;-3177000000;-2769000000;;-408000000;2481000000;107000000;110000000;2588000000;67000000;2655000000;-1153000000;1504000000;;1504000000;1504000000
CTSH;128066;USD;2018;FY;2018-12-31;2019-02-19;2021-02-12;582000000;584000000;16125000000;-9838000000;6287000000;-3467000000;-3007000000;;-460000000;2820000000;148000000;150000000;2968000000;-171000000;2797000000;-698000000;2101000000;;2101000000;2101000000
CTSH;128066;USD;2019;FY;2019-12-31;2020-02-14;2022-02-16;559000000;560000000;16783000000;-10634000000;6149000000;-3479000000;-2972000000;;-507000000;2670000000;155000000;150000000;2825000000;-282000000;2543000000;-643000000;1842000000;;1842000000;1842000000
CTSH;128066;USD;2020;FY;2020-12-31;2021-02-12;2022-02-16;540000000;541000000;16652000000;-10671000000;5981000000;-3652000000;-3100000000;;-552000000;2329000000;98000000;95000000;2427000000;-331000000;2096000000;-704000000;1392000000;;1392000000;1392000000
CTVA;1169062;USD;2018;FY;2018-12-31;2019-02-14;2021-02-11;749400000;749400000;14287000000;-9948000000;4339000000;-4787000000;-3041000000;-1355000000;-391000000;-448000000;-88000000;-337000000;-536000000;-6270000000;-6806000000;31000000;-6775000000;1748000000;-5055000000;-5055000000
CTVA;1169062;USD;2019;FY;2019-12-31;2020-02-14;2022-02-10;749500000;749500000;13846000000;-8575000000;5271000000;-4687000000;-3065000000;-1147000000;-475000000;584000000;-27000000;-242000000;557000000;-979000000;-422000000;71000000;-351000000;-671000000;-1030000000;-1030000000
CTVA;1169062;USD;2020;FY;2020-12-31;2021-02-11;2022-02-10;748700000;751200000;14217000000;-8507000000;5710000000;-4867000000;-3043000000;-1142000000;-682000000;843000000;67000000;-145000000;910000000;-335000000;575000000;105000000;680000000;-55000000;615000000;615000000
CTXR;998532;USD;2016;FY;2016-09-30;2016-12-23;2018-12-11;3623208;3623208;0;;;-7449291;-4516092;-2933199;;-7449291;-8188;-8188;-7457479;-838219;-8295698;0;-8295698;;-8295698;-8295698
CTXR;998532;USD;2017;FY;2017-09-30;2017-12-13;2019-12-16;5482494;5482494;0;;;-9986311;-7050059;-2936252;;-9986311;-850789;-850789;-10837100;452147;-10384953;0;-10384953;;-10384953;-10384953
CTXR;998532;USD;2018;FY;2018-09-30;2018-12-11;2019-12-16;10731875;10731875;0;;;-13789143;-7226218;-6562925;;-13789143;802505;-15838;-12986638;450000;-12536638;0;-12536638;;-12536638;-12536638
CTXR;998532;USD;2019;FY;2019-09-30;2019-12-16;2020-12-16;20161854;20161854;;;;-15598361;-7001463;-8596898;;-15598361;36217;36217;-15562144;;-15562144;;-15562144;;-15562144;-15562144
CTXR;998532;USD;2020;FY;2020-09-30;2020-12-16;2021-12-15;39165248;39165248;;;;-17710685;-8897875;-8812810;;-17710685;162600;52393;-17548085;;-17548085;;-17548085;;-17548085;-17548085
CTXS;131663;USD;2016;FY;2016-12-31;2017-02-21;2018-02-16;155134000;157084000;2736080000;-404889000;2331191000;-1703626000;-1293177000;-395373000;;627565000;-32394000;-28263000;595171000;-67401000;527770000;-57915000;469855000;66257000;536112000;536112000
CTXS;131663;USD;2017;FY;2017-12-31;2018-02-16;2019-02-15;150779000;155503000;2824686000;-439646000;2385040000;-1741668000;-1308677000;-415801000;;643372000;-20651000;-23801000;622721000;-72375000;550346000;-528361000;21985000;-42704000;-20719000;-20719000
CTXS;131663;USD;2018;FY;2018-12-31;2019-02-15;2021-02-08;136030000;145934000;2973903000;-433803000;2540100000;-1845415000;-1389577000;-439984000;-15854000;694685000;-48505000;-40132000;646180000;-16725000;629455000;-53788000;575667000;;575667000;575667000
CTXS;131663;USD;2019;FY;2019-12-31;2020-02-14;2022-02-16;130853000;135495000;3010564000;-464047000;2546517000;-1988152000;-1453385000;-518877000;-15890000;558365000;-26618000;-27694000;531747000;-22247000;509500000;172313000;681813000;;681813000;681813000
CTXS;131663;USD;2020;FY;2020-12-31;2021-02-08;2022-02-16;123575000;126152000;3236700000;-498546000;2738154000;-2117365000;-1576486000;-538080000;-2799000;620789000;-53928000;-61579000;566861000;-11981000;554880000;-50434000;504446000;;504446000;504446000
CUB;727716;USD;2016;FY;2016-09-30;2016-11-22;2018-11-15;26976000;27040000;1070601000;-766477000;304124000;-314495000;-253163000;-31976000;-29356000;-10371000;-12117000;-9783000;-22488000;-3949000;-26437000;14357000;-12080000;13815000;1735000;1735000
CUB;727716;USD;2017;FY;2017-09-30;2017-11-20;2018-11-15;27106000;27106000;1107709000;-779323000;328386000;-323498000;-240601000;-52652000;-30245000;4888000;-13710000;-14074000;-8822000;-2260000;-11082000;-14658000;-25740000;14531000;-11209000;-11209000
CUB;727716;USD;2018;FY;2018-09-30;2018-11-15;2020-11-18;27229000;27351000;1202898000;-835392000;367506000;-338106000;-258644000;-52398000;-27064000;29400000;-9496000;-8809000;19904000;-5018000;14886000;-7093000;7793000;4243000;12310000;12310000
CUB;727716;USD;2019;FY;2019-09-30;2019-11-20;2020-11-18;30495000;30606000;1496475000;-1065060000;431415000;-362302000;-270064000;-50132000;-42106000;69113000;-33891000;-13934000;35222000;17124000;52346000;-11040000;41306000;-1423000;49694000;49694000
CUB;727716;USD;2020;FY;2020-09-30;2020-11-04;2020-11-18;31299000;31299000;1476235000;-1019647000;456588000;-378584000;-274701000;-44574000;-59309000;78004000;-48930000;-20163000;29074000;-32519000;-3445000;6380000;2935000;436000;-3221000;-3221000
CUBE;117529;USD;2016;FY;2016-12-31;2017-02-17;2019-02-22;178246000;179533000;510039000;-165847000;344192000;-194688000;-32823000;;-161865000;149504000;-51999000;-50399000;97505000;-9129000;88376000;;88376000;;87905000;79923000
CUBE;117529;USD;2017;FY;2017-12-31;2018-02-16;2019-02-22;180525000;181448000;558943000;-181508000;377435000;-180426000;-34745000;;-145681000;197009000;-57466000;-56952000;139543000;-3932000;135611000;;135611000;;134288000;134288000
CUBE;117529;USD;2018;FY;2018-12-31;2019-02-22;2021-02-26;184653000;185495000;597944000;-196866000;401078000;-181062000;-37712000;;-143350000;220016000;-62791000;-62132000;157225000;8263000;165488000;;165488000;;163889000;163889000
CUBE;117529;USD;2019;FY;2019-12-31;2020-02-21;2022-02-25;190874000;191576000;643915000;-209739000;434176000;-202107000;-38560000;;-163547000;232069000;-59987000;-72525000;172082000;-1311000;170771000;;170771000;;169117000;169117000
CUBE;117529;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;194147000;194943000;679177000;-223634000;455543000;-197996000;-41423000;;-156573000;257547000;-75952000;-75890000;181595000;-13984000;167611000;;167611000;;165621000;165621000
